Target,Text,Label
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,"Das Hauptproblem der UNo sind die fünf permanenten Vetomächte, welche ohne Scham (vor allem die USA) in anderen Ländern Krieg führen und morden.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wer sich an den Steuern und Sozialabgaben beteiligt, soll auch ein Mitspracherecht haben.",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Auf lange Sicht ist die Zusammenarbeit mit den anderen europäischen Staaten in einer gemeinsamen, von der Schweiz mitgestalteten  Institution erstrebenswert.",FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,Die Schweiz kann und muss im globalen Rahmen Verantwortung übernehmen.,FAVOR
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Insbesondere wäre es zu befürworten, wenn Asylbewerber künftig (zur Senkung der Asylkosten und zur Verbesserung der Integrationsmöglichkeiten) einfacher arbeitstätig werden könnten.",FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,"Die Schweiz, als neutrales Land, darf sich nicht in die Politik der Grossmächte einbinden lassen.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Ein Schweizer EU-Beitritt steht nicht zur Diskussion.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Sicher! Sie bezahlen Steuern, schicken ihre Kinder in die Schule, Arbeiten etc. Auch sie sollen mitbestimmen können, wie ihr Leben aussieht.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Dies ist im Verantwortungsbereich der Gemeinden. Eine gesamtschweizerische Einführung würde die kommunalen Kompetenzen beschneiden, was nicht richtig ist.",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die Personenfreizügigkeit mit den EU- und EFTA-Staaten ist im wirtschaftlichen Interesse der Schweiz. Wir hätten viele Wirtschaftszweige, die darunter leiden würden, wenn dies nicht mehr einfach möglich wäre.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Wer keine Aufenthaltserlaubnis hat, muss die Schweiz verlassen. Dies schafft auch eine Ungleichbehandlung zur Migranten, die über legale Wege in die Schweiz einreisen.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Es braucht keine Verschärfung, es braucht eine konsequente Umsetzung unseren gesetzlichen Bestimmungen. Grundsätzlich gilt es, Missbräuchen im Asylbereich mit den nötigen gesetzlichen Verschärfungen zu begegnen. Wichtig ist jetzt vor allem ein konsequenter Vollzug des bestehenden Asylrechts.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Das Bürgerrechtsgesetz sieht klare und strenge Kriterien für die Einbürgerung vor. Dazu zählen auch Integrationskriterien (Sicherheit, Werte, Sprache, Arbeit). Sofern diese Kriterien erfüllt sind, kann von einer gelungenen Integration ausgegangen werden. Einer Einbürgerung steht damit nichts im Wege.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Integration liegt in erster Linie in der Verantwortung jedes Einwanderers. Dieser hat sich zu integrieren, wenn er da bleiben möchte. Eine rasche Arbeitsintegration senkt die Sozialhilfekosten.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wenn interessiert und darauf ansprechbar, resp. wenn sie dafür überhaupt Verständnis aufbringen können",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die PROBLEMATISCHE, da kulturell und ausbildungsmässig total verschiedene Einwanderung kommt nicht aus der EU. Diese Frage vermischt zwei grundsätzlich verschiedene Einwanderungsbevölkerungen!!",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Warum SANS-papier? Im Prinzip sollten doch alle ""Papiere"" haben. Von uns wird das auch verlangt. Wer geregelt da sein will, kann das über kurz oder lang immer schaffen. Ist er ehrlich, dauert es vielleicht etwas länger  -  aber beide Seiten gewinnen dabei!",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Asylrecht ist für mich ""Recht auf Hilfe für FLÜCHTLINGE"", die in ihrem Land kein Recht auf Leben mehr geniessen",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Mit gewissen Mindest-Anforderungen könnte auch die Qualität steigen. Einbürgern, nur um den Stand der Bevölkerung, resp. den Anteil jugendlicher ""Schweizer"" zu erhalten, bringt nicht unbedingt überzeugte Mitbürger",FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Wer sich wirklich integrieren WILL, findet immer brauchbare bis sehr gute Möglichkeiten dazu. Aber der Ausländer muss wollen, nicht die Schweizer um ihn herum",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Priorität ist die Zusammenarbeit mit der EU mit einem Rahmenabkommen zu regeln, das den bestehenden Lohnschutz und den Service Public gewährleistet",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Ich unterstütze die Konzernverantwortungsinitiative.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Ich befürworte aber eine kürzere Frist. Wenn bspw. in der Stadt Zürich die Hälfte der jungen Leute nicht abstimmen und wählen können, dann ist das mehr als ein demokratisches Problem.",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Mitsprache in Europa wäre ein echter Souveränitätsgewinn für die Schweiz!,FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,Ein anderes Instrument zur Friedenssicherung kennt die internationale Gemeinschaft nicht.,FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Solange die EU eine Wirtschaftsunion bleibt, die die Wirtschaft vor den Menschen stellt nicht.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Sie sollen sich zuerst einbürgern lassen und die politischen Verhältnisse besser verstehen!,AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die Schweiz ist schon jetzt übervölkert. Das merkt man im ÖV, beim Autoverkehr, überall. Es geht auch um unsere Umwelt, je mehr Menschen, desto mehr Energieverbrauch, Verbetonierung der Landschaft, mehr Strassen, Häuser, Einkaufszentren, Schulen müssen gebaut werden. Je mehr Bewohner, desto mehr Probleme entstehen. Dichtestress, Aggressionen und Kriminalität steigen.",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,So würde die Schweiz die illegale Einwanderung ja auch noch belohnen! Es kämen sofort noch mehr Sans-Papiers zu uns und es gäbe noch mehr Probleme!,AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Migranten aus der ganzen Welt betrachten die Schweiz als Paradies. In Zukunft möchten noch mehr Asylanten zu uns kommen, doch das verkraftet unser kleines Land nicht! Zu unserem Selbstschutz müssen wir das Asylrecht verschärfen!",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Stärker zu bewerten für Einbürgerungen sind die Sprachkompetenz und das Verstehen unserer schweizerischen Kultur und Traditionen. Auch die Frauen müssen unsere Sprache lernen!,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Nur für solche Ausländer, die sich wirklich ernsthaft integrieren möchten!",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Nein, auf keinen Fall! Wir wollen frei und unabhängig bleiben und nicht die Gesetze der EU übernehmen müssen, da unsere  Gesetze sowieso besser sind, z.B. beim Tierschutz. Die EU ist meiner Meinung nach eine Wirtschafts-Diktatur, die unserem Land lauter Nachteile und Einschränkungen bringt!",AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Wir haben schon jetzt zu viele Freihandelsverträge mit diffusen Ländern abgeschlossen! Stopp!,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Sie haben die Möglichkeit sich einbürgern zu lassen.,AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Die Schweiz ist auf gute Bilaterale Verträge mit der EU angewiesen.,AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Vor allem auf Kinder soll besser Rücksicht genommen werden.,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Der Bund nimmt seine Verantwortung bereits wahr (revidiertes Asylgesetz).,AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,"Grundsätzlich ja, aber die Bedingungen müssen stimmen.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Es besteht Handlungsbedarf, allerdings würde ich einen Gegenvorschlag vom Parlament begrüssen.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Grundsätzlich ist dies eine Sache der Kantone und nicht des Bundes. Wer integriert und an Mitbestimmung interessiert ist, sollte sich um die Einbürgerung mit allen Rechten und Pflichten bemühen.",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die Frage tangiert nur die europäische Migration. Die Bilateralen sind für die Schweiz sehr wichtig, eine vernünftige Regelung der Zuwanderung aber genau so.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Das Recht ist heute griffig, aber es fehlt am konsequenten Vollzug speziell durch die Gerichte. Urteile wie etwa ""zu dumm, um ausgewiesen zu werden"" sind verheerend für die Glaubwürdigkeit unserer Behörden.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Das Bürgerrechtsgesetz sieht klare und strenge Kriterien vor, die es anzuwenden gilt. Auch hier sind leider oft die Justizbehörden das Problem.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Nein, es liegt in der Verantwortung des Ausländers, sich hier zu integrieren. Er hat die Schweiz als ""Heimat"" gewählt und steht daher in der Pflicht, sich hier zu integrieren. Wichtig ist Asylverfahren zügig zu führen und dann, wenn ein Bleiberecht erteilt wird, eine rasche Arbeitsintegration durchzuführen.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Ein Beitritt in die EU in ihrem heutigen Zustand und Ausprägung liegt nicht im Interesse unserer Landes,AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Die USA sind für die Schweiz ein wichtiges Exportland. Ein Freihandelsvertrag würde unsere Volkswirtschaft stärken.,FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Ich unterstütze die Ziele der Initiative, Menschenrechte und Umweltstandards weltweit zu sichern. ich bin aber in Bezug auf ein unilaterale Schweizer Lösung sehr skeptisch. Dieses Thema ist multilateral im Rahmen der UNO und unserer Aussenpolitik (OECD, WTO) anzugehen.",AGAINST
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,"Die Schweiz als kleines, neutrales Land soll und hat eine Rolle in der internat. Streitbeilegung zu spielen. Dies geht m.E. aber besser, wenn man nicht Mitglied des Sicherheitsrates ist und zu Positionsbezügen gezwungen wird.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Mitbestimmung in europäischen Angelegenheiten ist ein Souveränitätsgewinn.,FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Die Schweiz sollte multilaterale Lösungen anstreben und auch ein FHA mit den USA im Rahmen der EFTA anstreben.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"In Zusammenarbeit mit den Kantonen, Gemeinden und Sozialpartnern",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Die Bilateralen sind ein Erfolgsmodell, welches es zu verteidigen lohnt. Gleichzeitig gilt es jedoch, aufmerksam und frei die Situation neu zu beurteilen und uns als Land nicht erpressbar zu machen.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"wer illegal Anwesende beschäftigt handelt gegen unser Gesetz. Diese ""Arbeitgeber"" gilt es noch härter in die Pflicht zu nehmen.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Unser Asylrecht hat eine grosse Tradition, wir dürfen dies nicht schwächen. Gleichzeitig müssen Verstösse und Asylmissbrauch konsequenter angegangen werden. Die gesetzlichen Möglichkeiten gilt es auszuschöpfen. Hart aber fair.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Im Kanton Schwyz sind die Anforderungen für eine Einbürgerung hoch. Dies genügt.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Angebote bestehen, es besteht grundsätzlich eine Holschuld.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wer sich für unser Land interessiert und die Schweiz als Heimat sieht, darf sich einbürgern lassen.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Es ist niemandem geholfen, wenn die Sans-Papiers jahrelang in einem Schwebezustand leben müssen. Nur wenn der Aufenthaltsstatus geklärt ist, können die Sans-Papiers auchgut in unsere Gesellschaft und Wirtschaft integriert werden.Es braucht allerdings noch eine Missbrauchsbestimmung im Gesetz, damit es sich nicht lohnt, einfach seine Ausweis-Papiere wegzuwerfen und einfacher an den gewünschten Aufenthaltsstatus zu kommen.",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Wer sich einbürgert, soll seine bisherige Staatsbürgerschaft aufgeben. Doppelbürgerschaften sollten nicht toleriert werden.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Es ist wichtig, dass Ausländer sich bei uns integrieren können. So profitieren wir von ihren Lebenserfahrungen und sie von unseren.
Wichtig ist, dass die schweizerischen Grundwerte, wie z.B. Gleichberechtigung von Mann und Frau gut bei den Ausländern verankert werden.",FAVOR
