tweet,stance
"¡De acuerdo!No nos quieran ver la cara, hay muchos otros 'amiguísimos' de Vizcarra y los Morados que se mantienen ocultos luego de recibir sus dosis, ¡salgan de sus madrigueras de una vez!#QueremosATodosLosTraidores #VacunaGate https://t.co/Z28eUrrcwJ",AGAINST
DR. ROBERTO PETRELLA: VACUNACIÓN ES UN PLAN MASIVO DE EXTERMINIO DE LA POBLACIÓN EN UN 80% Alertar a la población de estos planes macabros para reducirla por medio de la vacunación y que no tienen cabida en ningún medio de comunicación. https://t.co/2qDSBc8CjX,AGAINST
No me pongo una vacuna más en mi vida.,FAVOR
@MariaMerce27 @pabloalboran yo tengo familia y amistades que la padecen y es muy mala ojala inventaran alguna vacuna para poderla irradicar,FAVOR
Mapa mundial de enfermedades vacunables que afectan a gente sin vacunar. España sobre todo sarampión. http://t.co/0x97IQi7Gx @microsiervos,NONE
Impresionante charla Dr. Carlos Martín.  Nueva vacuna tuberculosis España. @microBIOblog @ateneonavarro @biofabri . http://t.co/z1AfxDSt7S,NONE
"@Alexfloresmac @gorka_orive Pues precisamente para evaluar su eficacia y seguridad. Además hacer y probar una vacuna es una ingente cantidad de dinero, y hacerla para enfermadades ya existentes no tienen sentido económico alguno, además que para entrar en clínica debes demostrar que es mejor que lo que hay",NONE
¿Por que es importante vacunarse contra la gripe esta temporada 20/21? Eficacia de la vacuna: ¿Qué tan eficaces son las vacunas contra la influenza? | CDC https://t.co/nq4xgKWaYu vía @CDCgov,FAVOR
"No paro de leer a gente asustada porque les han llamado para vacunarse y no quieren, como abogada aclaro lo ss: En la UE la vacuna es voluntaria y no se podrá discriminar a nadie por no estar vacunado, dejaros de miedos y luchar ya hostias, estamos así por vuestra cobardía.",AGAINST
"@MariJackson_ yo creo que es una enfermedad. Esa vacuna nos la pusieron de pequeñas, no tenemos que preocuparnos.",FAVOR
Pues ya puse la vacuna del papiloma ese raro,FAVOR
Hay quienes se pierden en los envoltorios y no llega a la esencia...La vacuna ya está aquí.Hay esperanza...!!  💉 #YoMeQuedoEnCasa #JuntosSaldremosAdelante #Covid19 https://t.co/QFhiloMCTl,FAVOR
"Críticas a las vacunas contra la #COVID:  no se conoce el periodo de inmunidad que generan. A ver, ¿se conoce cuál es el periodo de inmunidad real en los contagiados recuperados? Pues aún no realmente, ¿pretendemos saber el de las vacunas? Que esto no sea una excusa. ",FAVOR
"Mañana la última vacuna tío, por fin.",FAVOR
"@Mazzinguerzett1 En cuanto a propaganda ya sabemos que el psoe son expertos. Cualquiera diria que fueron ellos los que produjeron la vacuna y los que la están regalando a los españoles.En cuanto a la eficacia en la gestion y la moralidad en las compras, han sido ineficaces e inmorales.",NONE
Puta vacuna puto doloooorr:(,FAVOR
Fernando Moraga apuesta por la vacunación universal frente al #VPH...#AEVOviedo #MásAlláDelVial  https://t.co/LuHvFMfAZK,NONE
"""Un error en la dosis que acabó en buena suerte: así llegó la vacuna de AstraZeneca y Oxford a un 90% de eficacia"" https://t.co/1u1hjs57zV",NONE
Primera persona en #España que recibe la 1ª dosis de la vacuna contra el #Covid_19 💉 27/12/2020Hay que seguir cuidándose mucho hasta que nos la pongan a los demás 💪🏼#ElMejorRegaloEsCuidarnos  #Pandemia #coronavirus https://t.co/YyjBn7Bv8m,FAVOR
"Los que quieren vacunar ""algo"" experimental de forma obligatoria están violando todos estos tratados internacionales 👇 https://t.co/qRZvzXR8aC",AGAINST
Vacunación en situaciones especiales.  Actualización clínica en vacunas. @FarmaciaAB_UCLM https://t.co/qZrtbBCtgh,NONE
Y bueno hagan fila #Españoles que llego el verdugo.... #COVID19 #Vacunas #Pfizer https://t.co/kTgOkDc10j,AGAINST
"Entre los idiotas antivacunas y los que las consideran un gasto, vamos a acabar lamentando muertes por enfermedades ya erradicadas",FAVOR
"@ogabel_ @Kalhua7 Es más, una vez haya vacuna lo más probable es que la primera generación sólo lleguen a un 60% de eficacia. Que no se va a ocultar. Todas las dudas que planteas tienen su respuesta fácil, la única forma de no contagiarse es no exponerse, no hay ningún medida sanitaria 100%eficaz",FAVOR
"Enorme la respuesta de la ciencia, de mis compañer@s y de mi hospital. Si dudas, míranos:  #orgullbellvitge @hbellvitge @icscat @salutcat 🤜🦠💉 https://t.co/szileYY2qO",FAVOR
Jooo no encuentro la vacuna de la varicela para mi niño!!!!,FAVOR
"Con lo bien que estaba yo durmiiendo y ahora tengo que ponerme la vacuna -.-""",FAVOR
 con nada experimental .No soy una rata de laboratorio !! https://t.co/3kRGODXfdU,AGAINST
@montse_esquerda Con 14 años yo apoyaría la decisión de vacunarse en contra de la opinion de los padres El @CAV_AEP?,FAVOR
ES : Desarrollan vacuna que bloquea propagación del VIH en monos  - De ahí el problema de crear un suero contra... http://t.co/mFfMBezDxq,NONE
"@habaneroycubano @MariaSilvita_95 Se de unos cuantos españoles que han ido y hablan maravillas,también han sacado una vacuna q cura pulmon",NONE
“@belindassoy: Monsanto y la triste verdad sobre la Vacuna del Ébola http://t.co/1TYMUkS1Cs” Recomendado!,NONE
@JuanMalaga2011 No es esa la vacuna que se ha retirado y que ni siquiera hay en las farmacias?,NONE
La empresa Moderna anuncia que su vacuna contra la covid tiene casi un 95% de eficacia -  https://t.co/2HSQWY0Gxa,NONE
"Loa alemanes ""recelan"" de la vacuna Astra Zeneca según ""El País "". Pro la realidad es que los alemanes recelan de todas las ""bakunas"" sean de la marca q sean... 😁 https://t.co/exEAuC7AjV",AGAINST
"Sin duda colaboramos con el  , así que a difundir se ha dicho!!!! 🤓 https://t.co/2llhOMVK2m",FAVOR
"""@hoyextremadura: Los pediatras instan a incluir la vacuna de la meningitis B en el calendario http://t.co/kEts2aDQNK vía @hoyextremadura""",NONE
"Contextualización del riesgo de sufrir una reacción grave a una vacuna. Puede producirse porque existen efectos adversos, como para cualquier medicamento o cosa que consumamos, pero la probabilidad es muy baja  https://t.co/Hm8x5EjLJq",NONE
Buenos días a todos!!! Yo no me vacunó más de la gripe !!!!!! Para qué?? Si me la pillo igual o peor😔,AGAINST
"Podrían morir 50 millones de personas en EEUU por la VACUNA, dice la Dra. Judy MikovitsLa Dra. Sherry Tenpenny sobre los dichos de la Dra. Judy Mikovits, acerca de un posible plan para provocar un asesinato en masa con la vacuna covid-19.https://t.co/wXEtnnOHjv https://t.co/DQe1meV9u8",AGAINST
La cura y la vacuna del SIDA es solo cuestión de poco tiempo y dinero. 5ª #GalaSida #BCN @ Museu… http://t.co/qC2Yhgjh4K,NONE
"Me comentan que en at. primaria en Galicia se están vacunando masivamente, aparece la INMUNIDAD DE REBAÑO:INMUNIDAD al sentido común y al pensamiento crítico cuando estás con tu REBAÑO",AGAINST
"LAS OLAS SON LAS VACUNAS.Vacúnate, juega y gana!",AGAINST
Ese momento en el que tu familia te abandona cuando estas malita por la vacuna para irse de compras😢😢😢,FAVOR
"@maxpradera Lo del virus se previene con la vacuna de la varicela.Lo segundo, es más complicado.",FAVOR
Cada vez hay más padres q van por la vacuna de la varicela a Portugal. Hoy otra madre más q va .,FAVOR
Gente que se mete lonchas cada fin de semana y ultracatólicos magufos se unen en el HT ,FAVOR
@AlsinaMier comparte las conclusiones sobre el debate entorno a la necesidad de concienciar sobre la fragilidad del ecosistema de las vacunas.#LightonVax2019  #LasVacunasFuncionan #Vacunas #SanofiVacunas https://t.co/QlCGCvguBY,NONE
Vacuna puesta! Ruumbo Guada!,FAVOR
Nuevos datos sobre la vacuna de Oxford arrojan dudas sobre su auténtica eficacia https://t.co/68cQkIIuuV vía @el_pais,NONE
Durante el mes de abril cada vez se use el hashtag #LasVacunasFuncionan la @gatesfoundation donará 1$ a @UNICEFenEspanol ¿Te unes?#LasVacunasFuncionan https://t.co/vctmFPrMZM,FAVOR
Felizzzz 😊 de recibir #CovidVaccine @hospitalclinic  #joemvacuno #OncoClinic https://t.co/J67RZifPFf,FAVOR
Ya con mi vacuna puesta ahora relax!!😳💉💉,FAVOR
"Malos días , me espera la vacuna!!",FAVOR
Excelente noticia de confirmarse .Pfizer asegura que su vacuna tiene una eficacia superior al 90% https://t.co/I47lcAK5kf vía @elcorreo_com,FAVOR
Muchas gracias a @IDIVALdireccion y su @gieconpsalud por su colaboración con @STOPmeningitis en este interesante estudio que tiene en cuenta la perspectiva de los pacientes y el SROI o ROI Social de la vacunación contra la meningitis  https://t.co/BLaqJlTnac,FAVOR
Mañana la vacuna..😳😳😳,FAVOR
#covid_19fake #dictaduradelmiedo #desobedienciacivil #noalavacunaobligatoria  Y siguen publicándose las verdades de esta pandemia manipulada por las ordes fácticas. en Casa https://t.co/MH8e59LtDL,AGAINST
Ponerte la vacuna para la gripe y que te digan que como efecto secundario te puede dar una pequeña gripe... que bien!,FAVOR
"Aceptar ponerte la vacuna de la gripe solo para poder perder tiempo en el trabajo. Eso, eso es ser una crack.",FAVOR
Vía @elperiodico La #varicela repunta en España tras el bloqueo de la #vacuna en las farmacias http://t.co/USsMAoqLS5 #sanidad,NONE
A Perpignan a por la vacuna de la varicela... Pais !!! http://t.co/gIYVEnLyGu,FAVOR
Ir al médico para que te de cita con el dermatólogo y acabar en enfermería con vacuna incluída. #JuernesRules,FAVOR
" ""La vacuna mata, y la ignorancia más"". https://t.co/KYUQJ74La2",AGAINST
Vacunarse contra #neumococo 75€ aprox. Sufrir una infección x la bacteria 4.661€... Coste-efectivas?#lasvacunassalvanvidas #EIW2014,FAVOR
Vacunada! 💉 #JoEmVacuno  #COVIDVaccination https://t.co/KkvMQgo6tP,FAVOR
ES : Patentan en EE.UU. método brasileño para desarrollar vacuna contra el sida  - Esta imagen muestra cómo las… http://t.co/KGnrev2WUv,NONE
"“@SergioVanoG: Lectura imprescindible! ""La oscura prohibición de la vacuna de la varicela http://t.co/XZOYshNUtv vía @ElHuffPost""” Increíble",NONE
En breves dias la vacuna de los 12 y no es que me haga mucha gracia :|,FAVOR
Canadá enviará a África entre 800 y 1.000 dosis de su vacuna experimental para el #ébola http://t.co/t04tiKNkh7,NONE
Una vacuna experimental contra el ébola supera la primera prueba en humanos en EE.UU. http://t.co/o35bsW5koP vía @rtve,NONE
Los números del #sarampion: casos totales y coberturas vacunales http://t.co/PeosZQFwGN,NONE
"Vacuna puesta, una menos..",FAVOR
@RICARDO24455 sí!!!! De la vacuna de la gripe que nos puso mi padre! Mal pensado!! Jajaja que yo no bebí que luego había que conducir,FAVOR
@MariaRosa_AA Totalmemte de acuerdo contigo. Uno de los grandes avances de la ciencia #LasVacunasFuncionan ,FAVOR
La vacuna china Sinovac contra la covid presenta una eficacia de hasta el 97% en los ensayos clínicos preliminares https://t.co/1Xrtu1vNIf vía @20m,NONE
Pues después de la vacuna voy a ir a tatuarme la trifuerza en el tobillo.,FAVOR
La primera vacuna de la Covid ensayada en personas muestra eficacia https://t.co/roIZPSBJv0,NONE
"OSEA, HOY QUE PUEDO DORMIR ALGO MAS PORQUE VOY A LA VACUNA, MADRUGO. 😓",FAVOR
"¿Puede un médico posicionarse públicamente en contra de las vacunas o hay que taparle la boca como sea, al más puro estilo hispánico?https://t.co/c7U1ub3B2H",AGAINST
Los políticos son muy responsables. Tranquilos que todos tendrán su cartilla y su vacuna placebo para campar por sus anchas por el territorio mundial.,AGAINST
"jajajajaa una vacuna tambien falla y te mueres por si no lo sabes... ahhh llevo el virus en la nariz e infecto a mi familia vaya, vaya... aun estan vivos... 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ y amigos tambien... en fin... https://t.co/JCUTotwqc5",AGAINST
"""@martinvars: ¿Donde podemos comprar vacuna varicela en Madrid para nuestra hija? ¿O tenemos que dársela en Alemania?"" Cuarentena",FAVOR
Lo mejor del #Ébola es que se esperan 40 años desde sus orígenes para hacer una vacuna en unos meses porque ha llegado ahora al primer mundo,NONE
¿Te has vacunado ya? La vacuna reduce entre un 70 y un 90% los casos de gripe http://t.co/t5CVABDY vía @QuoRevista,FAVOR
"Su primera vacuna y yo sin estar cn el, mi churrita como lo echo de menos http://t.co/GroEE0KqnL",FAVOR
Hoy he recibido la primera dosis de la vacuna 💪🏻 #responsabilidad#solidaridad #covid_19 #vᴀᴄᴜɴᴀcᴏᴠɪᴅ19   #vacunaciócovidcatalunya #JoEmVacuno  #IGotMyFirstShot #VacunaCOVID19 #medicallife #doctorlife @COMBarcelona @icscat https://t.co/5mh3Ib8cIg,FAVOR
"La ""vacuna"" en fase experimental puede ser peor que el Covid en los grupos sin riesgo. https://t.co/Aih3qEQ3VF",AGAINST
"""Vengo a que le pongan la vacuna esa que sirve para todo, la del comecoco"" #noroeste",FAVOR
"Muy importante información acerca de la vacuna de Sinopharm; las evidencias demuestran que no son nada recomendables, cuidado con nuestros adultos mayores que pueden ser expuestos a este compuesto. https://t.co/ZALCiIs25w",AGAINST
"@maribelfdez2 No pienso vacunarme, no me ofrecen suficientes garantías y me niego tajantemente a que me pongan un chip para hacerme seguimiento.¿De verdad alguien cree en la eficacia de una vacuna hecha en seis meses, cuando otras tardan años?. Obviamente, ¿Qué van a decir los fabricantes?.",AGAINST
Acabemos con esto entre todos  #covid_19 #vaccine #porlosqueyanoestan #ylosquesevanacurar https://t.co/PDJSRfForc,FAVOR
Y lo mismo pasará con la #SputnikV pero claro se darán. cuenta cuando ya hayan vacunado a medio país.... https://t.co/JxKQs4s2oj,AGAINST
El principio del fin! Ya era hora... @vallhebron https://t.co/OKcxmL5js4,FAVOR
"Tomando café esta mañana, enciendo el televisor y encuentro este directo. Es inevitable emocionarse, por tantas mañanas durante marzo y abril en las que lo encendíamos con miedo. Hoy se ven las noticias con prudencia pero, sobre todo, con ESPERANZA 🥰#Mérida  💉 https://t.co/zPOtbXXGVq",FAVOR
Hostiaca y ahora que me acuerdo yo si me acabo de poner la vacuna no puedo hacer voley..me da a mi que me da igual..,FAVOR
"Hoy mi amiga, veterinaria, me ha puesto una vacuna. Porque como no tengo amigas, médicas ni enfermeras era lo mas lógico... #sinremedio",FAVOR
"“@FSarasketa: A Perpiñán a por la vacuna de la varicela"" http://t.co/Vcg0v4TdMO via @elmundoes” regreso al pasado?",FAVOR
Pues a ponerme la vacuna,FAVOR
"@brianedwardhyde Los antivacunas, los horóscopos, los chemtrails... Mil cosas que son mentira, pero quien quiere creerlas, encontrará cómo",FAVOR
Es momento que nuestros 'valientes' den un paso al frente y nos confiesen su 'sacrificio por la patria y por nosotros' para poder 'premiarlos' como se merecen.#VacunaGate #VizcarristasGenocidas https://t.co/ZTNMWKeV44,AGAINST
ES : Una vacuna consigue aumentar la eficacia de los antirretrovirales utilizados contra el SIDA http://t.co/ReXbD1bV4O,NONE
La historia ha demostrado la debilidad del ser humano sin las vacunas 💉  https://t.co/i1fFmnstvs,FAVOR
@lularafaela345 Vacuna no hay...espero q encuentren algo...lo peor es q tarda 20 días en incubarse...,FAVOR
"Araceli y Mónica representan la esperanza de todo el país.Tras un año durísimo, la ciencia nos permite ver luz al final del túnel.Hoy es un día emocionante.¡Gracias a todo el personal investigador y sanitario que lo ha hecho posible!.#LaEspañaQueNosMerecemos https://t.co/RepM52jczB",FAVOR
"🏥 Si trabajas en nuestro hospital recuerda que ya puedes vacunarte de la #gripe🤧 Es importante que evites este virus, por tu salud, la de los tuyos y la de tus pacientes   #yosimevacuno https://t.co/mqr1Z4OqgO",FAVOR
Mañsna me ponen la vacuna y toy caga.,FAVOR
Esto me recuerda a #AndrewWakefield y su texto en #thelancet sobre #vacunasyautismo . Os recuerdo que @realDonaldTrump cuestionó también las vacunas con respecto al autismo  #preventivehydroxychloroquinedoesnt https://t.co/ptEAaAhheH,FAVOR
COVID-19: Rusia dice que su vacuna Sputnik V tiene un 92% de eficacia #Coronavirus https://t.co/EJ1uCIlJeV,NONE
ES : Patentan en EE.UU. método brasileño para desarrollar vacuna contra el sida http://t.co/rdnHeXLNr3,NONE
